station,datetime,temperature,precipitation,wind_speed,pressure
大分,2025-08-20 00:00:00,26.4,0.0,1.6,1011.6
大分,2025-08-20 01:00:00,26.1,0.0,2.7,1011.1
大分,2025-08-20 02:00:00,25.9,0.0,2.8,1010.7
大分,2025-08-20 03:00:00,25.6,0.0,2.6,1010.6
大分,2025-08-20 04:00:00,25.5,0.0,2.2,1010.8
大分,2025-08-20 05:00:00,25.3,0.0,2.4,1010.9
大分,2025-08-20 06:00:00,25.1,0.0,2.3,1011.6
大分,2025-08-20 07:00:00,26.2,0.0,2.8,1011.9
大分,2025-08-20 08:00:00,27.6,0.0,1.6,1011.9
大分,2025-08-20 09:00:00,29.8,0.0,1.3,1012.1
大分,2025-08-20 10:00:00,30.6,0.0,2.5,1011.9
大分,2025-08-20 11:00:00,31.5,0.0,2.7,1011.7
大分,2025-08-20 12:00:00,31.9,0.0,2.6,1011.1
大分,2025-08-20 13:00:00,33.2,0.0,4.5,1010.1
大分,2025-08-20 14:00:00,29.4,0.0,8.1,1010.0
大分,2025-08-20 15:00:00,28.1,0.5,0.3,1009.2
大分,2025-08-20 16:00:00,27.9,0.0,2.7,1009.2
大分,2025-08-20 17:00:00,28.1,0.0,2.6,1009.4
大分,2025-08-20 18:00:00,28.5,0.0,2.4,1010.0
大分,2025-08-20 19:00:00,28.1,0.0,1.6,1010.0
大分,2025-08-20 20:00:00,27.2,0.0,1.4,1010.4
大分,2025-08-20 21:00:00,26.8,0.0,2.2,1010.6
大分,2025-08-20 22:00:00,26.1,0.0,1.8,1010.6
大分,2025-08-20 23:00:00,25.8,0.0,2.2,1010.6
大分,2025-08-21 00:00:00,25.5,0.0,1.7,1010.3
大分,2025-08-21 01:00:00,25.4,0.0,1.5,1010.5
大分,2025-08-21 02:00:00,25.1,0.0,1.9,1010.4
大分,2025-08-21 03:00:00,24.7,0.0,2.0,1010.6
大分,2025-08-21 04:00:00,24.5,0.0,2.1,1010.7
大分,2025-08-21 05:00:00,24.4,0.0,2.1,1010.8
大分,2025-08-21 06:00:00,24.3,0.0,2.1,1011.1
大分,2025-08-21 07:00:00,25.4,0.0,2.0,1011.0
大分,2025-08-21 08:00:00,26.8,0.0,1.6,1011.1
大分,2025-08-21 09:00:00,29.0,0.0,1.1,1011.0
大分,2025-08-21 10:00:00,30.4,0.0,2.8,1010.6
大分,2025-08-21 11:00:00,32.8,0.0,2.4,1010.3
大分,2025-08-21 12:00:00,31.8,0.0,2.9,1009.4
大分,2025-08-21 13:00:00,31.8,0.0,2.1,1008.7
大分,2025-08-21 14:00:00,32.8,0.0,5.9,1008.2
大分,2025-08-21 15:00:00,34.1,0.0,4.7,1007.6
大分,2025-08-21 16:00:00,32.6,0.0,4.6,1008.1
大分,2025-08-21 17:00:00,32.0,0.0,4.0,1007.6
大分,2025-08-21 18:00:00,31.1,0.0,5.0,1007.8
大分,2025-08-21 19:00:00,30.0,0.0,4.2,1008.2
大分,2025-08-21 20:00:00,29.3,0.0,3.1,1008.7
大分,2025-08-21 21:00:00,28.7,0.0,3.2,1009.0
大分,2025-08-21 22:00:00,28.3,0.0,2.5,1009.0
大分,2025-08-21 23:00:00,28.2,0.0,2.2,1009.1
大分,2025-08-22 00:00:00,27.9,0.0,1.0,1008.9
大分,2025-08-22 01:00:00,27.3,0.0,1.3,1008.6
大分,2025-08-22 02:00:00,27.2,0.0,0.9,1008.6
大分,2025-08-22 03:00:00,26.8,0.0,1.4,1008.2
大分,2025-08-22 04:00:00,26.7,0.0,0.9,1008.1
大分,2025-08-22 05:00:00,26.6,0.0,2.1,1007.9
大分,2025-08-22 06:00:00,26.2,0.0,0.5,1008.3
大分,2025-08-22 07:00:00,27.1,0.0,1.2,1008.4
大分,2025-08-22 08:00:00,27.5,0.0,2.6,1008.5
大分,2025-08-22 09:00:00,28.0,0.0,3.3,1008.6
大分,2025-08-22 10:00:00,27.2,0.0,2.7,1008.7
大分,2025-08-22 11:00:00,25.5,2.0,2.3,1008.9
大分,2025-08-22 12:00:00,25.2,4.0,2.7,1008.8
大分,2025-08-22 13:00:00,25.8,1.0,1.7,1008.6
大分,2025-08-22 14:00:00,27.6,0.5,2.1,1008.0
大分,2025-08-22 15:00:00,28.6,0.0,2.0,1007.8
大分,2025-08-22 16:00:00,29.5,0.0,1.4,1007.7
大分,2025-08-22 17:00:00,30.0,0.0,1.4,1007.4
大分,2025-08-22 18:00:00,29.7,0.0,1.7,1007.7
大分,2025-08-22 19:00:00,29.4,0.0,1.8,1008.1
大分,2025-08-22 20:00:00,28.7,0.0,1.7,1009.0
大分,2025-08-22 21:00:00,28.4,0.0,2.2,1009.4
大分,2025-08-22 22:00:00,27.6,0.0,3.0,1009.6
大分,2025-08-22 23:00:00,27.7,0.0,3.4,1009.5
