station,datetime,temperature,precipitation,wind_speed,pressure
那覇,2025-09-04 00:00:00,29.2,0.0,3.4,1004.1
那覇,2025-09-04 01:00:00,29.0,0.0,3.0,1004.0
那覇,2025-09-04 02:00:00,29.0,0.0,3.4,1003.5
那覇,2025-09-04 03:00:00,28.5,0.0,3.4,1003.1
那覇,2025-09-04 04:00:00,28.3,0.0,2.6,1002.9
那覇,2025-09-04 05:00:00,27.9,0.0,1.3,1003.3
那覇,2025-09-04 06:00:00,28.3,0.0,1.7,1003.5
那覇,2025-09-04 07:00:00,29.1,0.0,3.2,1003.9
那覇,2025-09-04 08:00:00,30.3,0.0,2.3,1004.2
那覇,2025-09-04 09:00:00,30.4,0.0,2.7,1004.6
那覇,2025-09-04 10:00:00,31.0,0.0,3.0,1005.1
那覇,2025-09-04 11:00:00,31.5,0.0,3.7,1004.9
那覇,2025-09-04 12:00:00,31.5,0.0,3.6,1004.9
那覇,2025-09-04 13:00:00,31.2,0.0,3.2,1004.6
那覇,2025-09-04 14:00:00,32.0,0.0,4.9,1004.5
那覇,2025-09-04 15:00:00,32.2,0.0,5.5,1004.1
那覇,2025-09-04 16:00:00,31.5,0.0,4.4,1004.3
那覇,2025-09-04 17:00:00,30.9,0.0,3.4,1004.6
那覇,2025-09-04 18:00:00,30.6,0.0,2.8,1004.6
那覇,2025-09-04 19:00:00,30.3,0.0,2.5,1004.9
那覇,2025-09-04 20:00:00,30.1,0.0,2.7,1005.5
那覇,2025-09-04 21:00:00,29.6,0.0,0.4,1006.1
那覇,2025-09-04 22:00:00,29.9,0.0,1.6,1006.3
那覇,2025-09-04 23:00:00,29.9,0.0,2.0,1006.5
那覇,2025-09-05 00:00:00,29.5,0.0,1.2,1006.7
那覇,2025-09-05 01:00:00,29.4,0.0,1.9,1006.6
那覇,2025-09-05 02:00:00,28.9,0.0,2.8,1006.5
那覇,2025-09-05 03:00:00,28.7,0.0,1.3,1006.4
那覇,2025-09-05 04:00:00,28.9,0.0,1.2,1006.1
那覇,2025-09-05 05:00:00,28.6,0.0,1.2,1006.4
那覇,2025-09-05 06:00:00,28.5,0.0,1.0,1006.8
那覇,2025-09-05 07:00:00,29.0,0.0,0.8,1007.1
那覇,2025-09-05 08:00:00,30.0,0.0,2.7,1007.4
那覇,2025-09-05 09:00:00,31.3,0.0,3.3,1007.8
那覇,2025-09-05 10:00:00,31.6,0.0,4.3,1008.1
那覇,2025-09-05 11:00:00,32.4,0.0,3.7,1008.0
那覇,2025-09-05 12:00:00,32.5,0.0,3.5,1008.0
那覇,2025-09-05 13:00:00,32.7,0.0,4.2,1007.7
那覇,2025-09-05 14:00:00,33.0,0.0,4.8,1007.3
那覇,2025-09-05 15:00:00,32.8,0.0,3.7,1006.9
那覇,2025-09-05 16:00:00,32.4,0.0,4.7,1006.7
那覇,2025-09-05 17:00:00,32.1,0.0,4.2,1006.9
那覇,2025-09-05 18:00:00,30.5,0.0,4.8,1007.1
那覇,2025-09-05 19:00:00,30.1,0.0,4.8,1007.5
那覇,2025-09-05 20:00:00,29.6,0.5,3.1,1008.3
那覇,2025-09-05 21:00:00,29.6,0.0,3.7,1008.6
那覇,2025-09-05 22:00:00,29.5,0.0,3.7,1008.9
那覇,2025-09-05 23:00:00,29.4,0.0,3.6,1009.0
那覇,2025-09-06 00:00:00,29.3,0.0,4.2,1008.8
那覇,2025-09-06 01:00:00,29.1,0.0,3.4,1008.3
那覇,2025-09-06 02:00:00,28.9,0.0,4.0,1008.0
那覇,2025-09-06 03:00:00,28.7,0.0,3.7,1007.6
那覇,2025-09-06 04:00:00,28.0,0.5,2.6,1007.6
那覇,2025-09-06 05:00:00,28.0,0.0,1.8,1007.8
那覇,2025-09-06 06:00:00,28.2,0.0,2.6,1008.0
那覇,2025-09-06 07:00:00,28.3,0.0,2.0,1008.2
那覇,2025-09-06 08:00:00,29.3,0.0,4.6,1008.6
那覇,2025-09-06 09:00:00,30.8,0.0,5.1,1008.7
那覇,2025-09-06 10:00:00,31.0,0.0,6.6,1008.8
那覇,2025-09-06 11:00:00,31.5,0.0,5.7,1008.7
那覇,2025-09-06 12:00:00,31.9,0.0,5.7,1008.4
那覇,2025-09-06 13:00:00,31.8,0.0,6.1,1008.0
那覇,2025-09-06 14:00:00,32.5,0.0,5.8,1007.5
那覇,2025-09-06 15:00:00,32.3,0.0,4.3,1007.0
那覇,2025-09-06 16:00:00,31.4,0.0,4.8,1006.9
那覇,2025-09-06 17:00:00,31.8,0.0,3.0,1007.3
那覇,2025-09-06 18:00:00,30.0,0.0,3.9,1007.5
那覇,2025-09-06 19:00:00,29.6,0.0,3.3,1007.9
那覇,2025-09-06 20:00:00,29.7,0.0,3.8,1008.3
那覇,2025-09-06 21:00:00,29.7,0.0,3.3,1008.7
那覇,2025-09-06 22:00:00,29.4,0.0,3.8,1008.9
那覇,2025-09-06 23:00:00,29.4,0.0,2.3,1008.8
