station,datetime,temperature,precipitation,wind_speed,wind_direction,pressure,weather_code
鹿児島,2025-08-15 04:00:00,28.0,0.0,1.3,北,1011.6,2
鹿児島,2025-08-15 05:00:00,27.7,0.0,1.1,北北西,1011.7,2
鹿児島,2025-08-15 06:00:00,27.9,0.0,1.1,北東,1012.1,2
鹿児島,2025-08-15 07:00:00,28.3,0.0,1.2,北,1012.4,2
鹿児島,2025-08-15 08:00:00,29.0,0.0,2.2,北東,1012.4,2
鹿児島,2025-08-15 09:00:00,29.8,0.0,2.8,北北東,1012.5,2
鹿児島,2025-08-15 10:00:00,31.4,0.0,1.1,北北東,1012.4,2
鹿児島,2025-08-15 11:00:00,32.2,0.0,2.8,東南東,1011.8,2
鹿児島,2025-08-15 12:00:00,32.1,0.0,2.7,南東,1011.3,2
鹿児島,2025-08-15 13:00:00,33.6,0.0,2.0,南東,1011.0,2
鹿児島,2025-08-15 14:00:00,33.9,0.0,2.9,南南東,1010.5,15
鹿児島,2025-08-15 15:00:00,34.2,0.0,2.7,南東,1010.0,2
鹿児島,2025-08-15 16:00:00,33.1,0.0,3.6,南東,1009.7,2
鹿児島,2025-08-15 17:00:00,32.4,0.0,3.0,東南東,1009.4,4
鹿児島,2025-08-15 18:00:00,31.8,0.0,3.3,東南東,1009.4,4
鹿児島,2025-08-15 19:00:00,31.4,0.0,1.6,東南東,1009.8,2
鹿児島,2025-08-15 20:00:00,31.4,0.0,1.6,西南西,1010.3,2
鹿児島,2025-08-15 21:00:00,30.7,0.0,2.6,南,1010.9,4
鹿児島,2025-08-15 22:00:00,30.1,0.0,3.4,南南東,1010.7,4
鹿児島,2025-08-15 23:00:00,29.7,0.0,3.4,南南東,1010.6,2
鹿児島,2025-08-16 00:00:00,29.5,0.0,2.4,南南東,1010.5,2
鹿児島,2025-08-16 01:00:00,29.2,0.0,1.9,南南東,1010.0,2
鹿児島,2025-08-16 02:00:00,28.9,0.0,1.8,南南東,1009.9,2
鹿児島,2025-08-16 03:00:00,28.6,0.0,1.8,北西,1010.0,2
鹿児島,2025-08-16 04:00:00,28.2,0.0,1.5,北西,1010.4,2
鹿児島,2025-08-16 05:00:00,28.0,0.0,1.3,北北西,1010.7,2
鹿児島,2025-08-16 06:00:00,27.7,0.0,1.8,北北西,1011.1,2
鹿児島,2025-08-16 07:00:00,28.2,0.0,1.2,北北東,1011.0,2
鹿児島,2025-08-16 08:00:00,29.1,0.0,1.7,北東,1011.1,2
鹿児島,2025-08-16 09:00:00,30.2,0.0,2.4,東,1011.2,2
鹿児島,2025-08-16 10:00:00,31.0,0.0,1.9,東,1011.1,2
鹿児島,2025-08-16 11:00:00,31.9,0.0,2.1,南東,1011.0,2
鹿児島,2025-08-16 12:00:00,32.5,0.0,3.0,南南東,1010.6,2
鹿児島,2025-08-16 13:00:00,34.4,0.0,2.7,南南東,1010.1,2
鹿児島,2025-08-16 14:00:00,34.3,0.0,3.9,南,1009.8,2
