station,datetime,temperature,precipitation,wind_speed,pressure
佐賀,2025-07-27 01:00:00,28.4,0.0,6.7,1002.3
佐賀,2025-07-27 02:00:00,28.2,0.0,8.1,1001.6
佐賀,2025-07-27 03:00:00,28.1,0.0,7.1,1001.3
佐賀,2025-07-27 04:00:00,27.8,0.0,6.3,1001.3
佐賀,2025-07-27 05:00:00,28.0,0.0,7.4,1001.5
佐賀,2025-07-27 06:00:00,28.0,0.0,6.2,1001.7
佐賀,2025-07-27 07:00:00,29.0,0.0,6.3,1001.7
佐賀,2025-07-27 08:00:00,30.4,0.0,8.3,1001.7
佐賀,2025-07-27 09:00:00,31.4,0.0,8.8,1001.7
佐賀,2025-07-27 10:00:00,33.1,0.0,9.0,1001.2
佐賀,2025-07-27 11:00:00,34.6,0.0,7.7,1000.9
佐賀,2025-07-27 12:00:00,35.8,0.0,6.9,1000.5
佐賀,2025-07-27 13:00:00,35.6,0.0,7.6,1000.2
佐賀,2025-07-27 14:00:00,36.7,0.0,8.3,1000.4
佐賀,2025-07-27 15:00:00,36.5,0.0,7.7,1000.4
佐賀,2025-07-27 16:00:00,35.5,0.0,7.9,1000.4
佐賀,2025-07-27 17:00:00,34.3,0.0,7.6,1000.4
佐賀,2025-07-27 18:00:00,33.4,0.0,6.7,1000.5
佐賀,2025-07-27 19:00:00,32.9,0.0,5.7,1000.9
佐賀,2025-07-27 20:00:00,31.5,0.0,5.7,1001.4
佐賀,2025-07-27 21:00:00,30.4,0.0,5.2,1001.7
佐賀,2025-07-27 22:00:00,28.8,0.0,4.4,1001.7
佐賀,2025-07-27 23:00:00,28.4,0.0,5.4,1001.7
佐賀,2025-07-28 00:00:00,28.1,0.0,5.8,1001.5
佐賀,2025-07-28 01:00:00,27.6,0.0,4.5,1001.4
佐賀,2025-07-28 02:00:00,27.2,0.0,4.8,1001.3
佐賀,2025-07-28 03:00:00,27.5,0.0,3.8,1001.2
佐賀,2025-07-28 04:00:00,26.6,0.0,2.0,1001.4
佐賀,2025-07-28 05:00:00,26.0,0.0,2.1,1001.3
佐賀,2025-07-28 06:00:00,26.5,0.0,1.9,1001.4
佐賀,2025-07-28 07:00:00,27.3,0.0,2.1,1001.3
佐賀,2025-07-28 08:00:00,29.6,0.0,4.3,1001.3
佐賀,2025-07-28 09:00:00,31.4,0.0,5.6,1000.9
佐賀,2025-07-28 10:00:00,32.6,0.0,4.2,1000.4
佐賀,2025-07-28 11:00:00,33.4,0.0,3.2,1000.0
佐賀,2025-07-28 12:00:00,35.6,0.0,3.9,999.2
佐賀,2025-07-28 13:00:00,35.7,0.0,2.6,998.5
佐賀,2025-07-28 14:00:00,36.6,0.0,3.5,997.8
佐賀,2025-07-28 15:00:00,37.1,0.0,2.3,997.4
佐賀,2025-07-28 16:00:00,36.7,0.0,5.5,997.1
佐賀,2025-07-28 17:00:00,35.8,0.0,2.9,996.7
佐賀,2025-07-28 18:00:00,35.0,0.0,3.7,996.7
佐賀,2025-07-28 19:00:00,34.2,0.0,4.5,997.0
佐賀,2025-07-28 20:00:00,32.5,0.0,3.5,997.6
佐賀,2025-07-28 21:00:00,31.3,0.0,1.9,998.1
佐賀,2025-07-28 22:00:00,30.1,0.0,3.3,998.5
佐賀,2025-07-28 23:00:00,29.5,0.0,2.5,998.8
佐賀,2025-07-29 00:00:00,28.7,0.0,2.7,998.4
佐賀,2025-07-29 01:00:00,27.8,0.0,1.5,998.3
佐賀,2025-07-29 02:00:00,26.8,0.0,1.4,998.0
佐賀,2025-07-29 03:00:00,26.1,0.0,0.9,998.1
佐賀,2025-07-29 04:00:00,25.3,0.0,1.6,998.0
佐賀,2025-07-29 05:00:00,24.9,0.0,2.0,998.4
佐賀,2025-07-29 06:00:00,24.6,0.0,1.6,998.6
佐賀,2025-07-29 07:00:00,26.2,0.0,2.4,999.0
佐賀,2025-07-29 08:00:00,28.2,0.0,3.0,998.8
佐賀,2025-07-29 09:00:00,30.6,0.0,2.4,998.5
佐賀,2025-07-29 10:00:00,31.7,0.0,1.7,998.5
佐賀,2025-07-29 11:00:00,33.1,0.0,1.8,997.8
佐賀,2025-07-29 12:00:00,34.4,0.0,1.4,997.2
佐賀,2025-07-29 13:00:00,35.9,0.0,1.6,996.7
佐賀,2025-07-29 14:00:00,35.4,0.0,3.7,996.2
佐賀,2025-07-29 15:00:00,36.1,0.0,2.9,995.7
佐賀,2025-07-29 16:00:00,36.3,0.0,3.7,995.7
佐賀,2025-07-29 17:00:00,35.8,0.0,2.7,995.4
佐賀,2025-07-29 18:00:00,35.7,0.0,2.8,995.3
佐賀,2025-07-29 19:00:00,34.5,0.0,3.9,995.6
佐賀,2025-07-29 20:00:00,33.0,0.0,1.8,996.2
佐賀,2025-07-29 21:00:00,32.2,0.0,1.5,996.7
佐賀,2025-07-29 22:00:00,30.6,0.0,1.2,997.4
佐賀,2025-07-29 23:00:00,30.1,0.0,0.6,997.8
